Site Name,Human Use,Count Height,Egg Count Index,Egg Count,Egg Count Index,Caterpillar Count,,Site Name,Human Use,EggsGround,EggsMidTree,EggsUpperTree,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,,no entry,,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,low,0,none,0,none,,,,,,,,,,
L04,Low,medium,12.5,high,12.5,none,,,,,,,,,,
L04,Low,medium,12.5,high,12.5,none,,,,,,,,,,
L04,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L04,Low,medium,2.5,low,2.5,low,,,,,,,,,,
L04,Low,medium,2.5,low,2.5,low,,,,,,,,,,
L04,Low,medium,2.5,low,2.5,low,,,,,,,,,,
L04,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L04,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L04,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L04,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L04,Low,medium,7.5,medium,7.5,none,,,,,,,,,,
L04,Low,medium,7.5,medium,7.5,none,,,,,,,,,,
L04,Low,medium,,no entry,,no entry,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,medium,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,,no entry,,low,,,,,,,,,,
L04,Low,medium,,no entry,,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,medium,,,,,,,,,,
L04,Low,medium,0,none,0,low,,,,,,,,,,
L04,Low,medium,0,none,0,low,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,low,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,low,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,low,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,low,,,,,,,,,,
L04,Low,medium,0,none,0,low,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,low,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,low,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L04,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,high,12.5,high,12.5,none,,,,,,,,,,
L05,Low,high,12.5,high,12.5,none,,,,,,,,,,
L05,Low,high,12.5,high,12.5,none,,,,,,,,,,
L05,Low,high,12.5,high,12.5,none,,,,,,,,,,
L05,Low,high,12.5,high,12.5,none,,,,,,,,,,
L05,Low,high,12.5,high,12.5,none,,,,,,,,,,
L05,Low,high,2.5,low,2.5,none,,,,,,,,,,
L05,Low,high,2.5,low,2.5,none,,,,,,,,,,
L05,Low,high,2.5,low,2.5,none,,,,,,,,,,
L05,Low,high,2.5,low,2.5,none,,,,,,,,,,
L05,Low,high,2.5,low,2.5,none,,,,,,,,,,
L05,Low,high,2.5,low,2.5,none,,,,,,,,,,
L05,Low,high,2.5,low,2.5,none,,,,,,,,,,
L05,Low,high,2.5,low,2.5,none,,,,,,,,,,
L05,Low,high,2.5,low,2.5,low,,,,,,,,,,
L05,Low,high,7.5,medium,7.5,none,,,,,,,,,,
L05,Low,high,,no entry,,low,,,,,,,,,,
L05,Low,high,,no entry,,low,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,low,,,,,,,,,,
L05,Low,high,,no entry,,low,,,,,,,,,,
L05,Low,high,,no entry,,low,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,none,,,,,,,,,,
L05,Low,high,,no entry,,low,,,,,,,,,,
L05,Low,high,0,none,0,none,,,,,,,,,,
L05,Low,high,0,none,0,none,,,,,,,,,,
L05,Low,high,0,none,0,none,,,,,,,,,,
L05,Low,high,0,none,0,none,,,,,,,,,,
L05,Low,high,0,none,0,none,,,,,,,,,,
L05,Low,high,0,none,0,none,,,,,,,,,,
L05,Low,high,0,none,0,none,,,,,,,,,,
L05,Low,high,0,none,0,none,,,,,,,,,,
L05,Low,low,12.5,high,12.5,none,,,,,,,,,,
L05,Low,low,12.5,high,12.5,none,,,,,,,,,,
L05,Low,low,12.5,high,12.5,none,,,,,,,,,,
L05,Low,low,12.5,high,12.5,none,,,,,,,,,,
L05,Low,low,2.5,low,2.5,none,,,,,,,,,,
L05,Low,low,2.5,low,2.5,none,,,,,,,,,,
L05,Low,low,2.5,low,2.5,none,,,,,,,,,,
L05,Low,low,2.5,low,2.5,none,,,,,,,,,,
L05,Low,low,2.5,low,2.5,none,,,,,,,,,,
L05,Low,low,2.5,low,2.5,none,,,,,,,,,,
L05,Low,low,2.5,low,2.5,none,,,,,,,,,,
L05,Low,low,2.5,low,2.5,none,,,,,,,,,,
L05,Low,low,7.5,medium,7.5,none,,,,,,,,,,
L05,Low,low,7.5,medium,7.5,none,,,,,,,,,,
L05,Low,low,,no entry,,low,,,,,,,,,,
L05,Low,low,,no entry,,low,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,low,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,low,,,,,,,,,,
L05,Low,low,,no entry,,low,,,,,,,,,,
L05,Low,low,,no entry,,none,,,,,,,,,,
L05,Low,low,,no entry,,low,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,low,0,none,0,none,,,,,,,,,,
L05,Low,medium,12.5,high,12.5,none,,,,,,,,,,
L05,Low,medium,12.5,high,12.5,none,,,,,,,,,,
L05,Low,medium,12.5,high,12.5,low,,,,,,,,,,
L05,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L05,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L05,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L05,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L05,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L05,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L05,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L05,Low,medium,,no entry,,low,,,,,,,,,,
L05,Low,medium,,no entry,,low,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,low,,,,,,,,,,
L05,Low,medium,,no entry,,low,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,low,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,,no entry,,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L05,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,high,12.5,high,12.5,none,,,,,,,,,,
L06,Low,high,2.5,low,2.5,none,,,,,,,,,,
L06,Low,high,2.5,low,2.5,none,,,,,,,,,,
L06,Low,high,2.5,low,2.5,high,,,,,,,,,,
L06,Low,high,2.5,low,2.5,none,,,,,,,,,,
L06,Low,high,7.5,medium,7.5,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,,no entry,,none,,,,,,,,,,
L06,Low,high,0,none,0,low,,,,,,,,,,
L06,Low,high,0,none,0,none,,,,,,,,,,
L06,Low,high,0,none,0,none,,,,,,,,,,
L06,Low,high,0,none,0,none,,,,,,,,,,
L06,Low,high,0,none,0,none,,,,,,,,,,
L06,Low,high,0,none,0,low,,,,,,,,,,
L06,Low,high,0,none,0,none,,,,,,,,,,
L06,Low,low,2.5,low,2.5,none,,,,,,,,,,
L06,Low,low,2.5,low,2.5,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,,no entry,,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,low,0,none,0,none,,,,,,,,,,
L06,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L06,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L06,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,none,,,,,,,,,,
L06,Low,medium,,no entry,,low,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L06,Low,medium,0,none,0,none,,,,,,,,,,
L07,Low,high,12.5,high,12.5,none,,,,,,,,,,
L07,Low,high,12.5,high,12.5,none,,,,,,,,,,
L07,Low,high,12.5,high,12.5,medium,,,,,,,,,,
L07,Low,high,2.5,low,2.5,none,,,,,,,,,,
L07,Low,high,2.5,low,2.5,low,,,,,,,,,,
L07,Low,high,7.5,medium,7.5,medium,,,,,,,,,,
L07,Low,high,,no entry,,low,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,low,,,,,,,,,,
L07,Low,high,,no entry,,low,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,none,,,,,,,,,,
L07,Low,high,,no entry,,low,,,,,,,,,,
L07,Low,high,0,none,0,none,,,,,,,,,,
L07,Low,low,12.5,high,12.5,low,,,,,,,,,,
L07,Low,low,12.5,high,12.5,none,,,,,,,,,,
L07,Low,low,2.5,low,2.5,none,,,,,,,,,,
L07,Low,low,2.5,low,2.5,none,,,,,,,,,,
L07,Low,low,2.5,low,2.5,none,,,,,,,,,,
L07,Low,low,,no entry,,low,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,none,,,,,,,,,,
L07,Low,low,,no entry,,low,,,,,,,,,,
L07,Low,low,0,none,0,none,,,,,,,,,,
L07,Low,low,0,none,0,none,,,,,,,,,,
L07,Low,medium,12.5,high,12.5,none,,,,,,,,,,
L07,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L07,Low,medium,7.5,medium,7.5,medium,,,,,,,,,,
L07,Low,medium,,no entry,,low,,,,,,,,,,
L07,Low,medium,,no entry,,none,,,,,,,,,,
L07,Low,medium,,no entry,,none,,,,,,,,,,
L07,Low,medium,,no entry,,low,,,,,,,,,,
L07,Low,medium,,no entry,,low,,,,,,,,,,
L07,Low,medium,,no entry,,low,,,,,,,,,,
L07,Low,medium,,no entry,,low,,,,,,,,,,
L07,Low,medium,,no entry,,low,,,,,,,,,,
L07,Low,medium,,no entry,,none,,,,,,,,,,
L07,Low,medium,,no entry,,none,,,,,,,,,,
L07,Low,medium,,no entry,,none,,,,,,,,,,
L07,Low,medium,,no entry,,low,,,,,,,,,,
L07,Low,medium,,no entry,,low,,,,,,,,,,
L07,Low,medium,,no entry,,medium,,,,,,,,,,
L07,Low,medium,0,none,0,low,,,,,,,,,,
L07,Low,medium,0,none,0,low,,,,,,,,,,
L07,Low,medium,0,none,0,low,,,,,,,,,,
L07,Low,medium,0,none,0,none,,,,,,,,,,
L08,Low,high,2.5,low,2.5,none,,,,,,,,,,
L08,Low,high,2.5,low,2.5,none,,,,,,,,,,
L08,Low,high,7.5,medium,7.5,none,,,,,,,,,,
L08,Low,high,7.5,medium,7.5,none,,,,,,,,,,
L08,Low,high,,no entry,,low,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,,no entry,,none,,,,,,,,,,
L08,Low,high,0,none,0,none,,,,,,,,,,
L08,Low,high,0,none,0,none,,,,,,,,,,
L08,Low,high,0,none,0,medium,,,,,,,,,,
L08,Low,high,0,none,0,low,,,,,,,,,,
L08,Low,high,0,none,0,none,,,,,,,,,,
L08,Low,high,0,none,0,none,,,,,,,,,,
L08,Low,high,0,none,0,medium,,,,,,,,,,
L08,Low,low,2.5,low,2.5,none,,,,,,,,,,
L08,Low,low,2.5,low,2.5,none,,,,,,,,,,
L08,Low,low,2.5,low,2.5,none,,,,,,,,,,
L08,Low,low,2.5,low,2.5,low,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,,no entry,,none,,,,,,,,,,
L08,Low,low,0,none,0,none,,,,,,,,,,
L08,Low,low,0,none,0,none,,,,,,,,,,
L08,Low,low,0,none,0,none,,,,,,,,,,
L08,Low,low,0,none,0,none,,,,,,,,,,
L08,Low,low,0,none,0,none,,,,,,,,,,
L08,Low,low,0,none,0,none,,,,,,,,,,
L08,Low,low,0,none,0,none,,,,,,,,,,
L08,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L08,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L08,Low,medium,2.5,low,2.5,none,,,,,,,,,,
L08,Low,medium,,no entry,,none,,,,,,,,,,
L08,Low,medium,,no entry,,low,,,,,,,,,,
L08,Low,medium,,no entry,,low,,,,,,,,,,
L08,Low,medium,,no entry,,none,,,,,,,,,,
L08,Low,medium,,no entry,,none,,,,,,,,,,
L08,Low,medium,,no entry,,none,,,,,,,,,,
L08,Low,medium,,no entry,,none,,,,,,,,,,
L08,Low,medium,,no entry,,none,,,,,,,,,,
L08,Low,medium,,no entry,,none,,,,,,,,,,
L08,Low,medium,,no entry,,none,,,,,,,,,,
L08,Low,medium,,no entry,,none,,,,,,,,,,
L08,Low,medium,0,none,0,none,,,,,,,,,,
L08,Low,medium,0,none,0,none,,,,,,,,,,
L08,Low,medium,0,none,0,low,,,,,,,,,,
L08,Low,medium,0,none,0,none,,,,,,,,,,
L08,Low,medium,0,none,0,none,,,,,,,,,,
L08,Low,medium,0,none,0,none,,,,,,,,,,
L08,Low,medium,0,none,0,none,,,,,,,,,,
L08,Low,medium,0,none,0,none,,,,,,,,,,
L09,Low,high,12.5,high,12.5,none,,,,,,,,,,
L09,Low,high,2.5,low,2.5,none,,,,,,,,,,
L09,Low,high,0,none,0,low,,,,,,,,,,
L09,Low,high,0,none,0,low,,,,,,,,,,
L09,Low,high,0,none,0,none,,,,,,,,,,
L09,Low,high,0,none,0,none,,,,,,,,,,
L09,Low,high,0,none,0,none,,,,,,,,,,
L09,Low,high,0,none,0,low,,,,,,,,,,
L09,Low,high,0,none,0,none,,,,,,,,,,
L09,Low,high,0,none,0,low,,,,,,,,,,
L09,Low,high,0,none,0,low,,,,,,,,,,
L09,Low,low,2.5,low,2.5,none,,,,,,,,,,
